passenger_id,full_name,age,gender,nationality,marital_status,occupation,class,ticket_number,ticket_price,cabin_deck,embarkation_port,travel_purpose,journey_duration_days,siblings_spouses,parents_children,family_size,is_alone,family_survival_rate,boarding_position,lifeboat_access,medical_condition,mobility_score,emergency_response_time,evacuation_priority,wealth_index,age_group,fare_per_person,family_risk_score,survival_probability,survived
T2-000121,Lars Martinez,25.5,Female,Japan,Married,Laborer,1,693055,1537.38,C,Southampton,Business,8,0,1,2,0,0.12,609,0.74,Unknown,93.6,4.3,High,4.57,Adult,768.69,0.51,0.5133,1
T2-000122,Lars Hernandez,12.4,Male,Germany,Single,Student,3,386054,154.58,G,New York,Leisure,12,0,0,1,1,0.32,374,0.18,Unknown,96.2,15.2,Low,0.02,Teen,154.58,0.81,0.0811,0
T2-000123,Elena Smith,18.5,Female,USA,Married,Tech,3,154683,71.43,G,Cherbourg,Business,9,0,0,1,1,0.38,128,0.26,Unknown,100.0,48.2,High,0.19,Adult,71.43,0.74,0.1861,0
T2-000124,Robert Smith,45.6,Male,USA,Married,Business,1,349476,1401.93,B,Cherbourg,Leisure,13,0,0,1,1,0.14,988,1.0,Mobility Impaired,25.8,19.3,Medium,4.33,Middle_Aged,1401.93,0.15,0.249,0
T2-000125,John Smith,73.6,Female,USA,Married,Student,2,690166,400.82,Unknown,Queenstown,Relocation,12,1,1,3,0,0.62,327,0.45,Unknown,70.5,52.8,High,0.73,Senior,133.61,0.89,0.2858,0
T2-000126,Barbara O'Connor,43.5,Female,Australia,Divorced,Tourism,3,127573,157.55,G,Southampton,Business,6,0,1,2,0,0.1,731,0.08,Mobility Impaired,31.9,37.1,High,0.18,Middle_Aged,78.78,1.04,0.0423,0
T2-000127,Linda Silva,53.9,Female,Germany,Single,Tourism,3,465884,193.87,E,Queenstown,Business,9,0,2,3,0,0.62,811,0.35,Unknown,70.9,12.2,High,0.32,Middle_Aged,64.62,0.97,0.2432,1
T2-000128,Fatima Anderson,31.7,Male,UK,Single,Unknown,3,448475,141.51,Unknown,Southampton,Leisure,6,3,0,4,0,0.46,420,0.0,Unknown,79.7,20.1,Low,0.05,Adult,35.38,1.4,0.3664,0
T2-000129,John Rodriguez,24.0,Male,USA,Single,Healthcare,3,795808,37.87,G,Queenstown,Business,4,1,0,2,0,0.33,471,0.18,Unknown,95.9,23.6,Low,0.39,Adult,18.93,0.96,0.0803,0
T2-000130,James Garcia,26.8,Male,France,Married,Healthcare,3,804313,128.38,G,Southampton,Leisure,5,0,0,1,1,0.53,739,0.12,Asthma,69.4,16.7,Low,0.23,Adult,128.38,0.85,0.0745,0
T2-000131,John Müller,62.3,Male,UK,Widowed,Education,3,652750,50.13,F,Southampton,Leisure,3,2,1,4,0,0.36,277,0.37,Unknown,70.0,6.6,Low,0.2,Senior,12.53,1.1,0.1806,0
T2-000132,Robert Davis,20.3,Female,USA,Married,Business,3,439977,90.51,F,Southampton,Leisure,6,0,0,1,1,0.68,801,0.29,Unknown,91.8,10.1,High,0.05,Adult,90.51,0.72,0.3081,1
T2-000133,Joseph Patel,29.8,Male,UK,Married,Laborer,3,261866,138.49,E,Southampton,Business,9,1,1,3,0,0.22,647,0.22,Unknown,81.9,55.2,Low,-0.0,Adult,46.16,1.07,0.0425,0
T2-000134,Susan Lopez,46.3,Male,India,Married,Healthcare,2,148535,402.87,C,Southampton,Leisure,8,0,0,1,1,0.41,537,0.81,Mild Chronic,64.2,19.2,Low,0.86,Middle_Aged,402.87,0.3,0.071,0
T2-000135,John Johnson,34.3,Male,France,Married,Student,3,728511,152.57,Unknown,Cherbourg,Business,10,1,0,2,0,0.08,333,0.08,Unknown,83.1,20.1,Low,0.45,Adult,76.28,1.04,0.0694,0
T2-000136,James Davis,33.3,Female,UK,Married,Student,3,545756,153.54,Unknown,Southampton,Relocation,8,1,0,2,0,0.07,249,0.0,Unknown,76.3,26.0,High,0.09,Adult,76.77,1.1,0.1375,0
T2-000137,Robert Smith,30.1,Male,India,Married,Business,3,267814,138.4,E,Cherbourg,Family Visit,13,1,2,4,0,0.01,496,0.27,Unknown,88.0,7.5,Low,0.12,Adult,34.6,1.18,0.4196,0
T2-000138,Lars Gonzalez,27.9,Male,UK,Single,Education,3,999524,200.87,G,Cherbourg,Relocation,7,0,0,1,1,0.6,482,0.0,Unknown,84.7,24.6,Low,-0.02,Adult,200.87,0.95,0.0977,0
T2-000139,Susan Hernandez,40.4,Female,USA,Widowed,Education,1,635388,607.41,D,Cherbourg,Relocation,3,2,1,4,0,0.02,644,0.4,Unknown,73.7,4.4,High,1.59,Middle_Aged,151.85,1.08,0.5775,1
T2-000140,Michael Sato,12.2,Female,France,Single,Student,2,719502,641.08,E,New York,Business,3,0,1,2,0,0.33,70,0.45,Asthma,76.8,30.1,High,1.16,Teen,320.54,0.74,0.1361,0
T2-000141,William Müller,35.2,Female,India,Married,Unknown,3,286877,205.65,F,Southampton,Relocation,9,2,0,3,0,0.17,212,0.19,Unknown,80.3,8.2,High,0.14,Middle_Aged,68.55,1.1,0.1011,0
T2-000142,Joseph Johnson,46.1,Female,France,Single,Engineering,3,155633,167.27,G,Cherbourg,Leisure,5,1,0,2,0,0.04,532,0.09,Unknown,80.2,11.8,High,0.06,Middle_Aged,83.64,1.03,0.6357,1
T2-000143,Joseph Silva,43.4,Male,USA,Married,Laborer,3,200197,175.7,Unknown,New York,Leisure,11,3,1,5,0,0.87,612,0.17,Mild Chronic,74.8,55.6,Low,-0.03,Middle_Aged,35.14,1.41,0.1238,0
T2-000144,Elizabeth Kim,85.0,Female,UK,Divorced,Education,2,569178,515.73,E,Queenstown,Business,7,0,0,1,1,0.01,994,0.52,Unknown,59.8,3.9,High,0.8,Senior,515.73,0.53,0.2236,0
T2-000145,Richard Sato,31.3,Male,USA,Single,Healthcare,1,515439,1835.52,A,Queenstown,Leisure,8,1,0,2,0,0.12,571,0.73,Unknown,78.7,11.6,Medium,5.56,Adult,917.76,0.52,0.4229,1
T2-000146,Sofia O'Connor,64.8,Male,UK,Divorced,Business,3,636860,82.74,E,New York,Leisure,4,1,0,2,0,0.26,490,0.48,Unknown,67.4,40.1,Low,-0.17,Senior,41.37,0.72,0.1118,0
T2-000147,Michael Brown,40.8,Male,Canada,Divorced,Engineering,1,184047,1223.16,B,Southampton,Leisure,9,0,0,1,1,0.07,700,0.85,Unknown,77.6,4.3,Medium,3.43,Middle_Aged,1223.16,0.27,0.1965,0
T2-000148,Wei Miller,27.6,Female,USA,Married,Laborer,1,312721,1150.59,Unknown,Southampton,Relocation,3,0,0,1,1,0.33,756,0.86,Unknown,78.1,12.7,High,3.55,Adult,1150.59,0.26,0.6691,0
T2-000149,Mateo Jones,21.1,Female,China,Married,Tourism,1,697281,1770.63,A,Southampton,Leisure,10,1,1,3,0,0.52,341,0.99,Unknown,88.5,7.9,High,5.35,Adult,590.21,0.46,0.7546,1
T2-000150,Patricia Rodriguez,22.1,Male,USA,Widowed,Unknown,2,161926,525.48,Unknown,Cherbourg,Leisure,11,0,0,1,1,0.35,808,0.4,Unknown,92.6,20.1,Low,1.08,Adult,525.48,0.63,0.3135,1
T2-000151,Robert Gonzalez,11.6,Female,USA,Single,Student,3,690033,118.3,G,New York,Business,11,0,0,1,1,0.21,173,0.0,Mobility Impaired,37.6,19.5,High,0.13,Child,118.3,0.95,0.3553,1
T2-000152,Lars Kim,45.1,Female,UK,Married,Tech,1,580348,1498.23,Unknown,New York,Leisure,8,0,2,3,0,0.29,472,0.68,Unknown,71.6,16.3,High,4.68,Middle_Aged,499.41,0.71,0.3557,0
T2-000153,Michael Anderson,56.0,Male,Germany,Single,Military,3,278734,183.13,E,Cherbourg,Business,10,0,0,1,1,0.86,542,0.46,Unknown,78.1,31.0,Low,0.47,Middle_Aged,183.13,0.58,0.025,0
T2-000154,Richard Kim,19.3,Male,USA,Married,Engineering,1,121942,1340.31,A,Cherbourg,Business,12,0,0,1,1,0.35,188,0.66,Unknown,97.2,8.8,Medium,4.32,Adult,1340.31,0.42,0.624,1
T2-000155,Joseph Smith,50.9,Male,China,Married,Unknown,1,486193,1562.54,C,Southampton,Leisure,5,0,0,1,1,0.92,405,0.75,Mild Chronic,67.6,59.4,Medium,4.71,Middle_Aged,1562.54,0.35,0.0811,0
T2-000156,David Brown,33.3,Female,Canada,Married,Student,1,560553,1636.88,C,Southampton,Relocation,5,1,0,2,0,0.01,583,0.65,Unknown,87.7,24.8,High,4.59,Adult,818.44,0.58,0.416,1
T2-000157,Patricia Gonzalez,44.4,Female,France,Married,Education,1,936464,883.3,C,Southampton,Relocation,6,0,1,2,0,0.1,976,0.71,Cardiovascular,45.9,19.6,High,2.54,Middle_Aged,441.65,0.53,0.7691,0
T2-000158,Richard Wilson,13.3,Male,Australia,Single,Student,3,568316,63.42,E,Queenstown,Family Visit,11,1,0,2,0,0.07,166,0.55,Unknown,90.6,10.1,Low,0.13,Teen,31.71,0.66,0.0909,0
T2-000159,Michael Davis,58.6,Female,Brazil,Married,Tourism,2,777014,580.96,Unknown,Southampton,Leisure,13,2,1,4,0,0.03,910,0.67,Unknown,62.2,23.8,High,0.84,Middle_Aged,145.24,0.86,0.368,0
T2-000160,Sofia Sato,16.4,Male,UK,Single,Student,1,891152,1508.75,B,Queenstown,Relocation,7,0,0,1,1,0.04,53,0.95,Unknown,93.9,41.5,Medium,4.77,Teen,1508.75,0.19,0.4333,1
T2-000161,Fatima Jones,41.6,Male,USA,Married,Business,2,549780,325.55,E,New York,Leisure,8,1,1,3,0,0.72,230,0.48,Unknown,79.3,19.7,Low,1.17,Middle_Aged,108.52,0.87,0.3153,0
T2-000162,Mary Silva,37.5,Male,USA,Married,Student,2,661467,615.76,Unknown,Queenstown,Business,7,0,0,1,1,0.14,474,0.82,Unknown,88.9,7.4,Low,1.48,Middle_Aged,615.76,0.29,0.1904,0
T2-000163,Elizabeth Miller,8.9,Male,China,Single,Student,2,168945,532.25,E,Southampton,Relocation,4,2,0,3,0,0.77,301,0.34,Unknown,95.5,11.2,High,1.61,Child,177.42,0.98,0.5872,1
T2-000164,Richard O'Connor,26.2,Male,Canada,Married,Student,1,933327,1621.97,C,Southampton,Leisure,10,1,0,2,0,0.63,951,0.86,Unknown,86.3,56.7,Medium,4.79,Adult,810.98,0.41,0.3507,1
T2-000165,Yuki Rodriguez,21.3,Male,USA,Married,Unknown,3,688965,193.97,F,Southampton,Business,8,0,2,3,0,0.98,300,0.13,Unknown,97.0,4.3,Low,0.38,Adult,64.66,1.15,0.2933,0
T2-000166,Jennifer Garcia,29.5,Male,Australia,Married,Unknown,3,599641,115.5,F,Southampton,Business,4,0,0,1,1,0.02,23,0.33,Mild Chronic,84.3,17.9,Low,0.08,Adult,115.5,0.69,0.1724,0
T2-000167,Barbara Lopez,57.3,Male,USA,Married,Laborer,3,860108,101.99,E,Cherbourg,Leisure,13,1,0,2,0,0.12,349,0.48,Unknown,67.9,6.2,Low,0.2,Middle_Aged,51.0,0.72,0.0444,0
T2-000168,Barbara Hernandez,85.0,Male,Canada,Divorced,Unknown,3,748828,118.28,E,Southampton,Leisure,9,0,2,3,0,0.6,109,0.45,Cardiovascular,29.4,29.7,Low,0.19,Senior,39.43,0.89,0.2817,0
T2-000169,Mateo Anderson,37.9,Male,UK,Married,Military,3,546149,137.96,G,New York,Business,3,1,0,2,0,0.42,477,0.11,Unknown,81.1,28.8,Low,0.15,Middle_Aged,68.98,1.01,0.2644,0
T2-000170,David Patel,48.6,Female,UK,Married,Unknown,2,833879,335.35,E,Southampton,Business,4,0,0,1,1,0.28,288,0.43,Mild Chronic,68.2,17.9,High,0.53,Middle_Aged,335.35,0.61,0.18,0
T2-000171,Lars Williams,37.5,Male,India,Married,Healthcare,3,804138,140.79,F,Southampton,Leisure,3,0,0,1,1,0.0,355,0.32,Unknown,83.1,18.4,Low,0.09,Middle_Aged,140.79,0.69,0.1666,1
T2-000172,Michael Patel,42.4,Male,USA,Married,Healthcare,3,658851,206.92,E,Cherbourg,Relocation,3,1,1,3,0,0.09,236,0.63,Asthma,65.9,43.4,Low,0.5,Middle_Aged,68.97,0.75,0.212,0
T2-000173,James Sato,41.8,Male,USA,Married,Education,3,348723,108.12,Unknown,Cherbourg,Business,10,0,1,2,0,0.43,800,0.23,Asthma,70.2,22.4,Low,0.16,Middle_Aged,54.06,0.92,0.0779,1
T2-000174,James Davis,21.1,Female,India,Married,Engineering,1,625832,616.54,D,New York,Leisure,12,0,0,1,1,0.01,292,0.36,Unknown,99.3,69.4,High,1.58,Adult,616.54,0.66,0.2224,0
T2-000175,Mateo Ivanov,17.9,Male,China,Single,Student,2,295707,394.95,D,Cherbourg,Business,13,0,0,1,1,0.68,946,0.74,Unknown,89.1,9.5,Low,0.72,Teen,394.95,0.36,0.3351,0
T2-000176,Richard Lopez,18.6,Female,Germany,Single,Student,2,797572,313.39,E,Cherbourg,Business,13,1,0,2,0,0.32,211,0.51,Unknown,96.0,3.0,High,0.32,Adult,156.7,0.69,0.6471,0
T2-000177,William Gonzalez,28.9,Male,UK,Married,Healthcare,3,514151,153.75,E,Southampton,Relocation,6,0,0,1,1,0.44,984,0.57,Unknown,84.8,9.2,Low,0.07,Adult,153.75,0.49,0.1333,0
T2-000178,John Lopez,34.6,Female,UK,Widowed,Healthcare,2,138073,764.05,E,Cherbourg,Family Visit,10,2,0,3,0,0.27,347,0.5,Unknown,87.8,5.8,High,1.44,Adult,254.68,0.85,0.6645,1
T2-000179,Michael Jones,22.1,Male,USA,Married,Tech,3,621118,60.52,G,Southampton,Leisure,3,1,2,4,0,0.65,884,0.31,Unknown,87.9,20.0,Low,-0.02,Adult,15.13,1.15,0.4251,1
T2-000180,Jennifer Smith,15.6,Female,USA,Single,Student,1,487324,1066.26,C,Southampton,Leisure,10,2,1,4,0,0.14,387,0.74,Cardiovascular,60.0,10.3,High,3.29,Teen,266.56,0.81,0.8297,1
T2-000181,Linda Patel,23.2,Female,Germany,Married,Tourism,3,637983,117.79,F,Cherbourg,Leisure,13,1,1,3,0,0.0,288,0.16,Unknown,80.6,60.7,High,0.09,Adult,39.26,1.12,0.0474,0
T2-000182,William Jones,55.8,Male,China,Married,Education,3,202750,127.6,E,Southampton,Leisure,7,1,1,3,0,0.62,43,0.41,Unknown,82.2,22.3,Low,0.13,Middle_Aged,42.53,0.92,0.1312,0
T2-000183,Robert Sato,29.9,Female,UK,Divorced,Unknown,3,625479,180.46,Unknown,New York,Leisure,6,0,0,1,1,0.52,84,0.2,Unknown,85.2,25.9,High,-0.02,Adult,180.46,0.79,0.2181,0
T2-000184,James Davis,9.1,Female,Germany,Single,Student,3,234468,165.15,E,Cherbourg,Family Visit,5,1,0,2,0,0.81,115,0.38,Unknown,84.1,8.8,High,0.14,Child,82.58,0.8,0.4174,0
T2-000185,Sofia Johnson,45.2,Female,Germany,Married,Student,3,395179,143.12,G,Queenstown,Business,12,2,0,3,0,0.72,971,0.09,Unknown,83.1,32.5,High,0.21,Middle_Aged,47.71,1.18,0.2729,0
T2-000186,Elizabeth Ali,22.5,Non-Binary,Brazil,Married,Healthcare,2,425953,412.49,D,Southampton,Business,6,1,0,2,0,0.58,593,0.55,Unknown,90.3,2.2,Low,0.69,Adult,206.24,0.66,0.0775,0
T2-000187,Barbara Jones,26.1,Female,UK,Widowed,Military,3,959647,130.21,Unknown,Southampton,Relocation,10,1,0,2,0,0.41,394,0.52,Asthma,72.4,20.1,High,0.11,Adult,65.1,0.68,0.3706,1
T2-000188,Elena Wilson,43.7,Male,India,Married,Business,3,211067,220.09,G,Southampton,Leisure,4,1,1,3,0,0.49,912,0.18,Unknown,84.0,3.8,Low,0.07,Middle_Aged,73.36,1.11,0.2996,0
T2-000189,Joseph Johnson,12.7,Female,UK,Single,Student,3,192480,158.37,G,Southampton,Family Visit,12,2,1,4,0,0.3,203,0.15,Unknown,96.5,34.3,High,0.38,Teen,39.59,1.28,0.4126,0
T2-000190,Fatima Sato,48.9,Male,France,Married,Laborer,3,473608,159.66,E,Southampton,Business,10,0,0,1,1,0.19,929,0.57,Unknown,79.3,21.8,Low,0.42,Middle_Aged,159.66,0.49,0.3989,0
T2-000191,Elena Lopez,12.5,Female,India,Single,Student,3,164632,213.8,F,New York,Business,13,0,1,2,0,0.34,640,0.4,Mild Chronic,80.6,7.6,High,0.35,Teen,106.9,0.78,0.2384,0
T2-000192,William Wilson,38.7,Female,Brazil,Widowed,Student,3,285174,218.04,G,Southampton,Relocation,10,0,1,2,0,0.12,639,0.14,Unknown,86.7,19.5,High,0.32,Middle_Aged,109.02,0.99,0.236,0
T2-000193,Mateo Jones,9.7,Female,USA,Single,Student,3,183619,284.32,G,Queenstown,Leisure,4,1,1,3,0,0.31,843,0.17,Unknown,91.2,26.8,High,0.03,Child,94.77,1.11,0.4219,0
T2-000194,Wei Sato,10.5,Male,India,Single,Student,1,949345,2394.31,A,New York,Leisure,3,0,1,2,0,0.54,792,0.74,Unknown,86.4,38.2,High,7.07,Child,1197.16,0.51,0.6083,1
T2-000195,Wei Kim,24.7,Male,France,Married,Unknown,2,707492,468.98,Unknown,Southampton,Relocation,8,0,0,1,1,0.43,86,0.46,Unknown,84.6,8.7,Low,0.65,Adult,468.98,0.58,0.3124,0
T2-000196,Mateo Kim,11.2,Male,UK,Single,Student,1,725918,677.29,Unknown,Southampton,Family Visit,13,0,0,1,1,0.08,295,0.8,Unknown,93.2,7.2,High,1.87,Child,677.29,0.31,0.6244,1
T2-000197,Barbara Chen,19.6,Female,USA,Married,Tourism,2,187514,396.57,E,Southampton,Relocation,5,0,0,1,1,0.06,858,0.71,Asthma,67.2,43.5,High,0.52,Adult,396.57,0.38,0.1627,0
T2-000198,Michael Jones,10.4,Male,Canada,Single,Student,3,281833,103.56,G,Queenstown,Leisure,9,0,0,1,1,0.09,773,0.3,Mild Chronic,94.4,15.1,High,0.0,Child,103.56,0.71,0.3256,0
T2-000199,Mary Johnson,21.7,Male,Brazil,Married,Engineering,3,282456,173.36,E,Southampton,Business,4,0,1,2,0,0.31,881,0.52,Unknown,88.9,32.7,Low,0.4,Adult,86.68,0.68,0.1491,0
T2-000200,John Kim,18.9,Female,USA,Married,Unknown,3,125536,195.86,E,New York,Relocation,4,0,2,3,0,0.14,393,0.38,Unknown,81.4,21.4,High,-0.13,Adult,65.29,0.95,0.2083,0
T2-000201,Wei Ivanov,18.3,Male,Canada,Married,Student,3,611368,139.02,E,Queenstown,Leisure,10,2,0,3,0,0.31,738,0.33,Unknown,79.6,41.8,Low,0.48,Adult,46.34,0.99,0.1507,0
T2-000202,Robert Williams,28.2,Male,UK,Married,Engineering,3,982929,264.89,G,Southampton,Family Visit,4,1,0,2,0,0.12,857,0.25,Unknown,82.7,12.2,Low,0.47,Adult,132.44,0.9,0.0623,0
T2-000203,Wei Rodriguez,25.1,Male,Canada,Divorced,Student,3,272626,106.54,E,Southampton,Leisure,13,0,1,2,0,0.33,812,0.54,Unknown,86.3,48.3,Low,-0.2,Adult,53.27,0.67,0.1166,0
T2-000204,Elena Garcia,10.6,Female,USA,Single,Student,2,758357,443.03,C,Cherbourg,Business,12,1,0,2,0,0.23,896,0.94,Mobility Impaired,39.3,22.1,High,0.67,Child,221.52,0.35,0.7257,1
T2-000205,Wei Kim,34.3,Female,USA,Married,Military,3,188878,120.23,G,New York,Relocation,5,1,0,2,0,0.21,886,0.17,Cardiovascular,45.4,37.6,High,-0.1,Adult,60.12,0.96,0.2244,0
T2-000206,Wei Smith,36.0,Male,France,Married,Engineering,3,552952,77.49,F,Cherbourg,Relocation,12,1,0,2,0,0.11,409,0.25,Unknown,89.4,29.6,Low,-0.25,Middle_Aged,38.74,0.9,0.0624,0
T2-000207,Mary Kim,12.2,Male,Australia,Single,Student,2,519248,390.54,D,Cherbourg,Business,7,0,0,1,1,0.57,509,0.72,Unknown,96.4,3.8,Low,1.0,Teen,390.54,0.37,0.4116,0
T2-000208,Mary Ivanov,20.0,Male,USA,Married,Student,3,826192,76.96,E,Southampton,Relocation,7,1,0,2,0,0.83,633,0.43,Unknown,97.3,28.2,Low,0.02,Adult,38.48,0.76,0.1063,0
T2-000209,Fatima Johnson,17.3,Male,UK,Single,Student,1,339493,1459.57,D,Southampton,Family Visit,5,0,1,2,0,0.59,109,0.57,Unknown,90.3,2.4,Medium,4.58,Teen,729.78,0.64,0.4186,0
T2-000210,Lars Ali,15.5,Male,UK,Single,Student,1,421509,1565.36,D,New York,Leisure,7,0,0,1,1,0.31,740,0.6,Unknown,94.3,12.4,Medium,4.75,Teen,1565.36,0.47,0.7465,1
T2-000211,Robert Ali,53.3,Female,France,Single,Tech,2,239692,644.9,C,Cherbourg,Business,5,0,1,2,0,0.47,27,0.66,Unknown,61.4,34.4,High,1.5,Middle_Aged,322.45,0.57,0.5995,1
T2-000212,James Patel,44.3,Female,USA,Single,Engineering,3,289618,192.63,E,Southampton,Relocation,8,1,2,4,0,0.02,361,0.57,Unknown,74.3,17.1,High,0.12,Middle_Aged,48.16,0.94,0.4644,1
T2-000213,James Lopez,27.2,Male,Germany,Married,Tech,3,163881,179.82,E,Southampton,Leisure,6,0,0,1,1,0.35,160,0.45,Unknown,79.0,41.6,Low,0.23,Adult,179.82,0.59,0.1588,0
T2-000214,Sofia Ivanov,25.0,Female,China,Married,Student,2,478151,484.44,C,Southampton,Family Visit,3,0,3,4,0,0.12,141,0.88,Unknown,73.3,23.6,High,0.86,Adult,121.11,0.7,0.2786,0
T2-000215,Mary Sato,11.4,Male,Brazil,Single,Student,2,828525,477.46,C,Southampton,Business,7,1,0,2,0,0.94,19,0.84,Unknown,94.1,44.9,High,0.88,Child,238.73,0.43,0.4377,0
T2-000216,Yuki O'Connor,20.2,Female,UK,Married,Engineering,3,448433,146.13,G,Queenstown,Leisure,4,1,0,2,0,0.27,475,0.14,Unknown,81.2,51.6,High,0.33,Adult,73.06,0.99,0.0954,0
T2-000217,Barbara O'Connor,24.2,Female,Japan,Married,Education,3,292732,124.62,E,Cherbourg,Relocation,13,0,1,2,0,0.01,372,0.59,Mild Chronic,92.0,71.5,High,0.52,Adult,62.31,0.63,0.2798,0
T2-000218,Jennifer Johnson,16.9,Female,France,Single,Student,3,733419,191.94,F,Cherbourg,Leisure,6,0,0,1,1,0.24,170,0.36,Unknown,85.7,30.3,High,0.41,Teen,191.94,0.66,0.1426,0
T2-000219,Lars Smith,6.5,Female,China,Single,Student,1,613238,1116.74,C,Southampton,Relocation,10,0,1,2,0,0.1,824,0.77,Unknown,99.2,20.7,High,3.36,Child,558.37,0.48,0.8762,1
T2-000220,Patricia Martinez,37.5,Female,UK,Single,Laborer,2,531999,262.55,Unknown,New York,Family Visit,5,0,1,2,0,0.01,832,0.62,Mild Chronic,63.6,10.7,High,0.76,Middle_Aged,131.28,0.6,0.7909,1
T2-000221,Lars Ivanov,42.3,Male,India,Married,Healthcare,2,343164,708.8,E,Southampton,Family Visit,3,1,2,4,0,0.1,118,0.34,Unknown,80.6,3.5,Low,1.19,Middle_Aged,177.2,1.13,0.1785,0
T2-000222,David Johnson,37.4,Female,UK,Single,Unknown,2,532786,566.83,Unknown,Southampton,Leisure,13,2,0,3,0,0.5,889,0.75,Mild Chronic,72.5,13.7,High,1.28,Middle_Aged,188.94,0.65,0.6066,0
T2-000223,Elena Jones,19.9,Female,China,Married,Business,1,919564,730.2,D,Cherbourg,Relocation,12,2,0,3,0,0.18,43,0.56,Unknown,80.7,16.9,High,2.34,Adult,243.4,0.8,0.706,1
T2-000224,Wei Patel,40.5,Female,USA,Single,Business,2,306748,392.85,C,Southampton,Family Visit,9,0,2,3,0,0.04,235,0.76,Unknown,77.7,34.9,High,1.11,Middle_Aged,130.95,0.64,0.3453,0
T2-000225,Jennifer Smith,34.8,Female,France,Single,Tech,2,597288,384.67,D,Southampton,Leisure,11,0,0,1,1,0.16,111,0.5,Unknown,87.9,11.6,High,0.47,Adult,384.67,0.55,0.1772,0
T2-000226,Elena Wilson,33.8,Female,UK,Single,Business,2,755900,367.92,D,Southampton,Family Visit,13,0,0,1,1,0.01,597,0.74,Unknown,72.0,6.9,High,0.45,Adult,367.92,0.36,0.5276,1
T2-000227,Robert Sato,78.7,Female,UK,Widowed,Engineering,3,833400,71.72,Unknown,Cherbourg,Leisure,5,0,1,2,0,0.14,531,0.42,Asthma,40.7,20.1,High,-0.24,Senior,35.86,0.76,0.2175,0
T2-000228,Mateo Garcia,21.8,Female,UK,Widowed,Tourism,3,474358,112.41,F,Southampton,Business,11,0,2,3,0,0.86,999,0.4,Unknown,87.2,35.1,High,-0.01,Adult,37.47,0.93,0.5286,0
T2-000229,Mary Hernandez,38.3,Male,USA,Single,Laborer,1,318571,956.61,D,Southampton,Leisure,11,0,3,4,0,0.24,129,0.71,Unknown,73.5,14.0,Medium,2.96,Middle_Aged,239.15,0.83,0.6568,1
T2-000230,Jennifer Miller,41.8,Male,Germany,Single,Student,3,770713,165.81,G,Southampton,Business,9,1,0,2,0,0.0,953,0.15,Asthma,73.9,9.1,Low,0.39,Middle_Aged,82.9,0.98,0.0251,0
T2-000231,Fatima Silva,39.4,Female,France,Single,Student,1,858332,1601.14,B,Southampton,Leisure,10,0,1,2,0,0.76,93,0.92,Unknown,84.8,6.7,High,4.82,Middle_Aged,800.57,0.36,0.9165,1
T2-000232,David Silva,20.6,Female,UK,Married,Tourism,2,903707,549.89,E,Cherbourg,Business,10,1,0,2,0,0.32,240,0.4,Mild Chronic,82.7,27.3,High,0.94,Adult,274.94,0.78,0.6713,1
T2-000233,Jessica Sato,78.3,Male,USA,Divorced,Unknown,3,596309,153.15,E,Southampton,Relocation,3,0,2,3,0,0.29,562,0.48,Mild Chronic,58.3,35.6,Low,-0.18,Senior,51.05,0.87,0.0497,0
T2-000234,Jessica Ivanov,67.3,Female,Germany,Married,Tech,3,315612,107.58,G,Southampton,Business,11,1,0,2,0,0.22,266,0.32,Mild Chronic,55.1,11.0,High,0.23,Senior,53.79,0.84,0.2532,0
T2-000235,James O'Connor,28.7,Male,India,Divorced,Laborer,3,530586,200.0,E,Queenstown,Leisure,10,1,2,4,0,0.16,488,0.49,Unknown,86.1,41.8,Low,0.33,Adult,50.0,1.01,0.1062,0
T2-000236,William Rodriguez,14.1,Female,Germany,Single,Student,3,636846,131.36,G,Southampton,Leisure,13,0,0,1,1,0.46,545,0.11,Unknown,96.1,15.8,High,0.22,Teen,131.36,0.86,0.2137,0
T2-000237,Jennifer Ali,10.7,Male,France,Single,Student,2,198494,571.2,E,Southampton,Leisure,12,0,0,1,1,0.28,526,0.63,Unknown,97.0,11.0,High,1.31,Child,571.2,0.45,0.3901,0
T2-000238,Jessica Williams,40.3,Non-Binary,India,Married,Healthcare,3,785756,141.17,G,Cherbourg,Relocation,11,1,0,2,0,0.16,624,0.02,Unknown,77.7,31.6,Low,0.29,Middle_Aged,70.58,1.08,0.1248,0
T2-000239,John Garcia,58.1,Female,Germany,Single,Business,1,928579,1220.31,A,Cherbourg,Business,12,2,0,3,0,0.21,82,0.95,Unknown,73.1,32.4,High,3.47,Middle_Aged,406.77,0.49,0.7472,1
T2-000240,Mateo Rodriguez,29.8,Female,Japan,Married,Laborer,3,227118,210.54,Unknown,Cherbourg,Leisure,6,0,0,1,1,0.3,404,0.46,Mobility Impaired,30.3,58.2,High,0.22,Adult,210.54,0.58,0.0342,0
T2-000241,Patricia Garcia,34.9,Female,Australia,Single,Military,2,288729,384.21,D,Southampton,Relocation,8,0,0,1,1,0.62,146,0.65,Unknown,75.8,7.1,High,0.79,Adult,384.21,0.43,0.2476,0
T2-000242,Sofia Martinez,58.5,Female,Australia,Single,Business,3,693724,146.5,E,Southampton,Leisure,6,0,0,1,1,0.57,315,0.59,Unknown,63.3,33.1,High,0.12,Middle_Aged,146.5,0.48,0.1724,1
